7,34,-44,-47,44,62,36,51,57,-70,66,-79,26,0,0,0,0,0,0,0,0,0,0,0,0,82,-106,109,90,-141,80,449,-59,564,383,-54,-24,770,423,193,112,-19,-336,0,0,0,0,0,0,0,0,0,0,0,0,447,-414,-227,-90,103,41,181,233,186,60,237,176,0,0,0,0,0,0,0,0,0,0,0,0,294,-31,339,160,-46,-287,0,0,0,0,0,0,0,0,0,0,0,0
2,16,-22,-21,16,29,21,787,-45,-480,-361,-112,89,178,238,-155,-3,-206,199,0,0,0,0,0,0,0,0,0,0,0,0,745,-390,-80,-63,-330,-218,74,100,92,62,125,89,0,0,0,0,0,0,0,0,0,0,0,0,1059,273,-53,-382,393,-10,593,8,-338,-431,-112,14,153,185,-40,-173,-46,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,6,-8,-8,7,11,7,199,238,-179,-4,-221,130,0,0,0,0,0,0,0,0,0,0,0,0,358,-443,-146,-28,148,290,131,180,114,8,155,164,0,0,0,0,0,0,0,0,0,0,0,0,540,-279,-4,-53,-145,-403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,461,-402,-468,125,373,41,73,94,-86,50,-109,71,0,0,0,0,0,0,35,-49,-34,12,46,46,1095,339,438,-54,-457,-61,862,173,-9,5,434,-510,0,0,0,0,0,0,127,-176,91,-21,-127,165,1232,98,-373,-413,348,139,741,512,411,-154,104,-110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,132,60,-153,76,-72,-137,91,-4,-111,66,7,-118,0,0,0,0,0,0,122,-169,-104,-4,143,156,361,418,115,-24,68,218,548,215,-66,-30,-222,-457,0,0,0,0,0,0,26,-36,35,30,-49,34,419,24,503,279,31,-3,673,718,64,19,49,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,41,42,40,57,34,0,0,0,0,0,0
1,0,0,0,0,0,0,12,-17,-17,15,23,16,232,261,-270,131,-303,105,0,0,0,0,0,0,0,0,0,0,0,0,498,-601,-178,-6,169,362,276,359,202,6,252,274,0,0,0,0,0,0,0,0,0,0,0,0,676,-374,49,-4,-202,-444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-15,50,47,-21,-37,0,0,0,0,0,0,0,0,0,0,0,0
4,2,-3,-3,3,5,3,205,178,-238,116,-217,-26,138,-122,-170,108,147,-23,0,0,0,0,0,0,224,-295,49,-158,-65,239,689,271,-238,-157,194,165,629,414,-39,-87,-347,-125,0,0,0,0,0,0,0,0,0,0,0,0,490,-586,-161,-36,152,330,220,276,-30,152,-15,190,0,0,0,0,0,0,0,0,0,0,0,0,47,-56,66,62,-78,30,4,5,5,5,7,4,0,0,0,0,0,0
9,0,0,0,0,0,0,150,-44,-199,162,56,-139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297,-163,67,136,-117,29,356,450,-181,-50,-213,313,0,0,0,0,0,0,0,0,0,0,0,0,169,24,224,184,32,-158,562,96,45,-6,358,-358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,-109,128,98,-141,38,0,0,0,0,0,0
5,0,0,0,0,0,0,196,-216,-249,175,271,86,749,-10,-793,232,-28,-20,90,125,-93,20,-129,118,404,-474,-283,-35,311,246,433,215,100,310,-86,219,63,74,49,83,50,42,0,0,0,0,0,0,115,-141,152,124,-185,88,1131,-505,536,99,189,-32,660,683,210,-202,195,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,29,-36,-40,37,49,24,66,75,-92,87,-104,34,0,0,0,0,0,0,118,-160,-64,-82,87,139,1210,50,-169,175,-104,-15,1250,352,66,-20,-193,-361,0,0,0,0,0,0,0,0,0,0,0,0,834,-469,-139,-122,-306,-233,152,194,178,96,224,143,0,0,0,0,0,0,0,0,0,0,0,0,259,171,304,157,196,-138,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,525,-103,-524,78,26,-126,419,226,-428,92,-182,-149,0,0,0,0,0,0,102,-142,-96,11,132,133,417,488,150,-24,118,260,590,-453,46,27,29,-227,0,0,0,0,0,0,234,-315,118,-37,-154,271,789,140,-655,252,160,132,645,196,61,-171,-386,-216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,375,130,-218,-166,-168,-277,0,0,0,0,0,0,0,0,0,0,0,0,83,-115,-81,14,112,108,829,233,-218,-74,231,299,684,-62,51,-448,201,-30,0,0,0,0,0,0,107,-148,93,-6,-128,137,928,10,90,-183,137,80,461,143,169,-226,-195,-115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,92,-101,-128,120,140,39,69,69,-96,90,-96,35,0,0,0,0,0,0,0,0,0,0,0,0,925,173,-107,267,-332,-103,752,531,93,112,-156,-176,0,0,0,0,0,0,0,0,0,0,0,0,587,-466,121,251,197,190,251,325,178,8,220,246,0,0,0,0,0,0,0,0,0,0,0,0,183,-200,213,106,-233,64,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,361,-265,-436,256,301,-31,313,308,-366,187,-354,55,0,0,0,0,0,0,43,-59,-48,22,67,56,821,593,201,-10,-184,-54,710,-31,64,58,294,-591,0,0,0,0,0,0,75,-104,79,22,-109,98,626,421,-113,41,305,101,622,148,-16,74,-374,-408,0,0,0,0,0,0,0,0,0,0,0,0,80,-80,110,104,-111,16,24,32,34,32,45,26,0,0,0,0,0,0
1,0,0,0,0,0,0,351,-397,-334,36,375,169,24,33,-25,4,-35,31,0,0,0,0,0,0,0,0,0,0,0,0,749,-841,-19,-9,15,342,80,111,19,-50,26,105,0,0,0,0,0,0,0,0,0,0,0,0,757,-736,7,-52,-140,114,64,89,0,-59,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,527,33,-482,-29,-157,34,142,142,-53,-164,-58,41,0,0,0,0,0,0,10,-14,-7,-8,9,13,644,188,176,-474,95,-8,325,142,-278,-32,-29,-90,0,0,0,0,0,0,20,-28,-20,0,28,27,461,89,-537,283,-43,65,598,-219,-83,-1,-422,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
